Ticker,Company_Name
LPL,"LG Display Co., Ltd"
LSPD,Lightspeed POS Inc.
LLNW,"Limelight Networks, Inc"
LFUS,"Littelfuse, Inc"
RAMP,"LiveRamp Holdings, Inc"
LVOX,LiveVox Holdings Inc - Class A
LOGI,Logitech International S.A
LYTS,LSI Industries Inc
LITE,Lumentum Holdings Inc
LYFT,"Lyft, Inc"
MTSI,"MACOM Technology Solutions Holdings, Inc"
MNDT,Mandiant Inc
MANH,"Manhattan Associates, Inc"
MANT,ManTech International Corporation
MRIN,Marin Software Incorporated
MKFG,Markforged Holding Corporation
MQ,Marqeta Inc - Class A
MRVL,Marvell Technology Group Ltd
MAXR,Maxar Technologies Inc
MCLD,mCloud Technologies Corp
MLNK,MeridianLink Inc
MMAT,Meta Materials Inc
MEI,"Methode Electronics, Inc"
MCHP,Microchip Technology Incorporated
MFGP,Micro Focus International plc
MU,"Micron Technology, Inc"
MSFT,Microsoft Corporation
MIME,Mimecast Limited
MNDO,MIND C.T.I. Ltd
MINM,Minim Inc
MIND,"Mitcham Industries, Inc"
MITK,"Mitek Systems, Inc"
MIXT,MiX Telematics Limited
MTC,"Mmtec, Inc"
MODN,"Model N, Inc"
MOGO,Mogo Inc
MNTV,Momentive Global Inc
MNDY,Monday.Com Ltd
MDB,"MongoDB, Inc"
MPWR,"Monolithic Power Systems, Inc"
NATI,National Instruments Corporation
NCNO,nCino Inc.
NCR,NCR Corporation
NPTN,NeoPhotonics Corporation
UEPS,"Net 1 UEPS Technologies, Inc"
NTAP,"NetApp, Inc"
NTCT,"NetScout Systems, Inc"
NTWK,"NetSol Technologies, Inc"
NEWR,"New Relic, Inc"
NICE,NICE Ltd
LASR,"nLIGHT, Inc"
NOK,Nokia Corporation
NLOK,NortonLifeLock Inc.
NUAN,"Nuance Communications, Inc"
NVEI,Nuvei Corporation (Sub Voting)
OIIM,O2Micro International Limited
OKTA,"Okta, Inc"
OLO,Olo Inc - Class A
OMQS,OMNIQ Corp
OCFT,OneConnect Financial Technology Co Ltd Sponsored ADR
OSPN,OneSpan Inc
OSS,"One Stop Systems, Inc"
ON,ON Semiconductor Corporation
OTEX,Open Text Corporation
ORCL,Oracle Corporation
OSAT,Orbsat Corp
OSIS,"OSI Systems, Inc"
OTMO,Otonomo Technologies Ltd
PD,"PagerDuty, Inc"
PAGS,PagSeguro Digital Ltd
PLTR,Palantir Technologies Inc. Class A
PANW,"Palo Alto Networks, Inc"
PALT,Paltalk Inc
PCYG,"Park City Group, Inc"
PAR,PAR Technology Corporation
PAYA,Paya Holdings Inc Class A
PAYC,"Paycom Software, Inc"
PCTY,Paylocity Holding Corporation
PAY,Paymentus Holdings Inc - Class A
PAYO,Payoneer Global Inc
PSFE,Paysafe Limited - Class A
PAYS,"PaySign, Inc"
CNXN,"PC Connection, Inc"
PCTI,"PCTEL, Inc"
PDFS,"PDF Solutions, Inc"
PEGA,Pegasystems Inc
PLAB,"Photronics, Inc"
PHUN,"Phunware, Inc"
PING,Ping Identity Holding Corp
POLY,"Plantronics, Inc."
PLXS,Plexus Corp
PBTS,"Powerbridge Technologies Co., Ltd"
PWSC,PowerSchool Holdings Inc Class A
PCOR,Procore Technologies Inc
PUBM,PubMatic Inc - Class A
QTWO,"Q2 Holdings, Inc"
QIWI,Qiwi plc
QRVO,"Qorvo, Inc"
QLYS,"Qualys, Inc"
QUBT,Quantum Computing Inc
QMCO,Quantum Corporation
QH,Quhuo Ltd. Sponsored ADR Class A
QUIK,QuickLogic Corporation
QUMU,Qumu Corporation
RDWR,Radware Ltd
RMBS,Rambus Inc
RPD,"Rapid7, Inc"
RDVT,"Red Violet, Inc"
REKR,"Rekor Systems, Inc"
MARK,"Remark Holdings, Inc"
SOL,ReneSola Ltd
RPAY,Repay Holdings Corporation
REFR,Research Frontiers Incorporated
RESN,Resonant Inc
RELL,"Richardson Electronics, Ltd"
RMNI,"Rimini Street, Inc"
RNG,"RingCentral, Inc"
RIOT,"Riot Blockchain, Inc"
RSKD,Riskified Ltd - Class A
RKLY,Rockley Photonics Holdings Ltd
ROG,Rogers Corporation
SABR,Sabre Corporation
SAIL,"SailPoint Technologies Holdings, Inc"
CRM,"salesforce.com, inc"
IOT,Samsara Inc - Class A
SANM,Sanmina Corporation
STRC,Sarcos Technology and Robotics Corporation
SCSC,"ScanSource, Inc"
SMIT,"Schmitt Industries, Inc"
SAIC,Science Applications International Corporation
SEAC,"SeaChange International, Inc"
SCWX,SecureWorks Corp
LEDS,SemiLEDs Corporation
SEMR,SEMrush Holdings Inc - Class A
SQNS,Sequans Communications S.A
SREV,"ServiceSource International, Inc"
FOUR,Shift4 Payments Inc. Class A
SHOP,Shopify Inc
SWIR,"Sierra Wireless, Inc"
SILC,Silicom Ltd
SLAB,Silicon Laboratories Inc
SSNT,"SilverSun Technologies, Inc"
SITM,SiTime Corporation
SYTA,Siyata Mobile Inc.
SKYT,SkyWater Technology Inc
SWKS,"Skyworks Solutions, Inc"
SMAR,Smartsheet Inc
SNPO,Snap One Holdings Corp
SNOW,Snowflake Inc. Class A
SOPA,Society Pass Inc
SCKT,"Socket Mobile, Inc"
SEDG,"SolarEdge Technologies, Inc"
SWI,SolarWinds Corporation
SLNH,Soluna Holdings Inc
SOTK,Sono-Tek Corp.
SONY,Sony Group Corporation - ADR
ANY,Sphere 3D Corp
SRAD,Sportradar Group AG - Class A
CXM,Sprinklr Inc Class A
SPT,Sprout Social Inc Class A
SQSP,Squarespace Inc - Class A
SSNC,"SS&C Technologies Holdings, Inc"
STER,Sterling Check Corp
STM,STMicroelectronics N.V
SUMO,Sumo Logic Inc.
SPWR,SunPower Corporation
SUNW,"Sunworks, Inc"
SURG,Surgepays Inc
SWCH,"Switch, Inc"
SYNA,Synaptics Incorporated
TAIT,Taitron Components Incorporated
TSM,Taiwan Semiconductor Manufacturing Company Limited
TAOP,Taoping Inc
TASK,TaskUs Inc Class A
TEL,TE Connectivity Ltd
ERIC,Telefonaktiebolaget LM Ericsson (publ)
TLS,Telos Corporation
TENB,"Tenable Holdings, Inc"
TDC,Teradata Corporation
TER,"Teradyne, Inc"
TXN,Texas Instruments Incorporated
DSGX,The Descartes Systems Group Inc
HCKT,"The Hackett Group, Inc"
LGL,"The LGL Group, Inc"
TTD,"The Trade Desk, Inc"
TWKS,Thoughtworks Holding Inc
TOST,Toast Inc - Class A
TSEM,Tower Semiconductor Ltd
TACT,TransAct Technologies Incorporated
TRMB,Trimble Inc
TRT,Trio-Tech International
TRIT,Triterras Inc. Class A
TSRI,"TSR, Inc"
TTEC,"TTEC Holdings, Inc"
TTMI,"TTM Technologies, Inc"
TCX,Tucows Inc
TUFN,Tufin Software Technologies Ltd
HEAR,Turtle Beach Corporation
TYL,"Tyler Technologies, Inc"
UBER,"Uber Technologies, Inc"
UI,Ubiquiti Inc
PATH,UiPath Inc - Class A
UCTT,"Ultra Clean Holdings, Inc"
UIS,Unisys Corporation
UMC,United Microelectronics Corporation
U,Unity Software Inc.
OLED,Universal Display Corporation
UEIC,Universal Electronics Inc
UPLD,"Upland Software, Inc"
USIO,"Usio, Inc"
UTME,UTime Ltd
VCSA,Vacasa Inc - Class A
VLN,Valens Semiconductor Ltd
VRNS,"Varonis Systems, Inc"
VLD,Velo3D Inc - New
VLDR,Velodyne Lidar Inc.
VERB,"Verb Technology Company, Inc"
VRNT,Verint Systems Inc
VRSN,"VeriSign, Inc"
DSP,Viant Technology Inc - Class A
VSAT,"Viasat, Inc"
VMEO,Vimeo Inc
VQS,VIQ Solutions Inc
VSH,"Vishay Intertechnology, Inc"
VVPR,VivoPower International PLC
VZIO,VIZIO Holdings Inc - Class A
VMW,"VMware, Inc"
VNT,Vontier Corp
VUZI,Vuzix Corporation
WKME,WalkMe Ltd
WBX,Wallbox N.V - Class A
WAVD,WaveDancer Inc
WFCF,Where Food Comes From Inc
WYY,WidePoint Corporation
WIT,Wipro Limited
WKEY,WISeKey International Holding Ltd. Sponsored ADR
MAPS,WM Technology Inc - Class A
WNS,WNS (Holdings) Limited
WOLF,Wolfspeed Inc
WRAP,Wrap Technologies Inc
XRX,Xerox Holdings Corporation
XLNX,"Xilinx, Inc"
XPER,Xperi Corporation
YALA,Yalla Group Limited Sponsored ADR Class A
YEXT,"Yext, Inc"
ZENV,Zenvia Inc - Class A
ZEPP,Zepp Health Corporation - ADR
ZETA,Zeta Global Holdings Corp - Class A
ZI,ZoomInfo Technologies Inc. Class A
